日期,开盘,收盘,最高,最低,成交量,成交额,振幅,涨跌幅,涨跌额,换手率
2025-06-02,12.619058778108498,12.805993162748132,12.956797079263968,12.217871938360181,7181822,94618476.33621931,5.738384256982319,2.079112523219538,0.018320932566389114,2.7178688751612685
2025-06-03,12.823600954062247,12.625966884204034,12.990602331714994,12.281011887946317,6040498,82796924.25753827,1.297112006794779,-0.5413439042990333,-0.4969847222712276,4.964637839285203
2025-06-04,12.599686325010838,12.64472224907978,13.154230179903054,12.273810719016419,1495049,115024600.00236934,5.610225521402123,-2.305852585979491,1.3730647167845778,2.962898247851216
2025-06-05,12.789607240212987,12.602595139711879,12.95236665008386,12.474455612082842,7049119,104577771.1651751,5.68177609546624,-1.4541782542121817,-1.8659797301305812,2.6095297299496503
2025-06-06,12.18742939821245,12.423882361079173,12.80757259782948,11.903216855789095,3830786,69093359.38666987,6.2252341318261415,3.281838512823791,-0.16321061715511487,4.299437925934428
2025-06-09,12.676171688302235,12.495916123145678,12.895127780381571,12.053762927869382,8510326,36667378.9800364,7.301483929734453,3.1219817517485993,0.19703429338238765,3.877641430270023
2025-06-10,12.787526923438211,12.945668912580237,13.052217955248778,12.642936470641938,4905584,100806409.17899953,5.286737667081013,-0.6840314676354895,-1.1107269384662928,0.7843344566610254
2025-06-11,12.800178567350848,12.957969207378321,13.551867061668968,12.367092823008246,5447746,61284469.16488083,4.416026457998622,1.6590726957467652,-1.840927210030305,4.888114712527786
2025-06-12,12.80947266030836,12.749064209953971,13.074986030024052,12.41012364672956,2704190,67559496.83665441,5.7979518019503695,0.5047546837670636,0.8489929463315335,1.3308329940325727
2025-06-13,12.48479869955892,12.245183576256828,12.639648330548315,11.92810855081687,1159795,57632874.89042098,1.353787265463958,1.4788908526840032,-1.1915121691207768,2.862043241056206
2025-06-16,11.90921637951408,12.095781028500333,12.625251677011878,11.90263448788248,7302740,65140111.1280825,6.379434355041213,-1.212077661338078,0.7333044025987716,4.934247822597054
2025-06-17,12.121418569093244,11.939578232703447,12.391623129193539,11.883344184521679,9588443,62984510.80321174,6.532539842273819,-1.032901130168009,1.8340347774062402,4.452742292589411
2025-06-18,12.446905709424719,12.312824914169028,12.47780064581226,11.73750129912806,2089933,115516029.83087899,7.740732380188731,-3.4012729651716778,1.1561445512081199,1.9249851294210338
2025-06-19,12.197179506515486,12.299019024552535,12.364320124267238,12.143170383047238,9950610,104479539.36360353,4.01863305863356,4.665897436073443,-0.2642610289146883,2.8009606634575546
2025-06-20,12.696437030619656,12.463512889670964,12.533894087661348,12.220278367235874,5540580,42254923.11472257,2.5546881896173668,2.9298217874510293,-0.7180534422751998,3.7200753312557886
2025-06-23,12.368092880320674,12.61863598396613,13.149346792766792,12.513237974822653,1161394,68061427.13534574,6.0136369539043395,-4.870134101680733,-1.3710678207894165,4.671041570357297
2025-06-24,12.857011493328764,12.784292552517769,13.351107801405632,12.769031517766962,7929007,122608409.72384185,1.4214685424205762,1.0757253461030727,1.220400454088149,2.7705934094766236
2025-06-25,12.976582740285137,12.981523919349911,13.177015068253624,12.51702300866978,6838510,112774574.48590335,3.3521524559591684,-2.6026108530239322,1.0368015060221123,3.5999961216935406
2025-06-26,12.755288016111487,12.739820284015018,13.138550548453521,12.333370838922761,7539984,33091071.676355377,1.4460172635053956,4.823426482462921,-0.17214640555395322,3.0991722031880378
2025-06-27,12.625146866528507,12.497785448223745,12.96535969236814,12.467178381359115,9606977,80047603.42210254,4.047033748487846,-3.0838231358124535,-0.9164591451264492,1.8717609003979416
2025-06-30,12.328133581267956,12.33248876867773,12.407497157121233,12.332404110874313,8246284,69996789.08321613,6.625675549829266,-1.8567777414722575,0.9989987494825443,4.877173740293257
2025-07-01,12.513716836600445,12.437547606258697,12.90745677568509,12.20843432446587,6109106,119979375.1109644,7.798936357042369,0.2813603719966977,-0.44114321667331247,3.971751944275328
2025-07-02,11.980823228971651,11.790620482274496,12.104049472234449,11.512272532693672,6157691,68459655.68444124,4.466425534058651,-2.8277505103013056,-0.2121622844965252,4.729617662009023
2025-07-03,11.447553463983082,11.57006419208191,12.007166575789437,11.299066067200092,3378773,65779864.45445289,2.7311464477860685,-4.989123215278485,-1.1222385586761274,4.367739990887046
2025-07-04,11.308782701076925,11.461059525561376,11.528547957734819,11.256062317314123,7550818,46083258.49865109,1.828091306241583,2.0875934051301295,-1.9318804342294076,0.9520242771127186
2025-07-07,11.806610433666517,11.850733070956005,11.934409022797684,11.755836194402725,1140075,71925346.10849343,4.49443256082392,-2.717457814423666,1.5630958315838068,0.7535771617495319
2025-07-08,11.729601021916864,11.955621032676538,12.089149158443085,11.627339817509457,3671608,25851316.557188597,4.244539919231754,-1.6784101928777382,-0.19630478240541605,2.0898066753458258
2025-07-09,12.16978347656107,12.130110925624734,12.451184530322065,11.920990175572975,8426969,82458541.12453791,2.6607228818813016,2.237172343484062,0.8917236075976933,4.314169550511936
2025-07-10,11.937029636268887,11.765414374735723,11.840350684753194,11.684267018024773,2693619,19101891.458489057,5.434038414838638,1.576844794707954,1.0959579305521472,2.0219162599232545
2025-07-11,11.959682593318202,12.177664855606825,12.278280446317563,11.736746542792664,9735191,58709545.19272837,6.186083366565056,2.4513973652660113,1.0891618794746072,1.9105153673805764
2025-07-14,11.820225082127408,11.770842831549656,11.94643426780366,11.331349336545564,4281314,112252360.16284533,7.4478581291799975,-3.0162078696356676,-1.011289960167424,0.969767406394031
2025-07-15,11.964872993181185,12.026446243030962,12.414412303273464,11.795002657102922,6493738,40674667.89144751,2.5389912446836496,-3.4506438884795356,1.4314737748236226,4.383942386484483
2025-07-16,11.910884173965513,12.013651598779955,12.421207226691232,11.994035312687261,6628024,36503035.87778374,6.404452014150941,-0.555078413943626,1.464289343171691,0.7272313724498116
2025-07-17,12.293369938170965,12.130215683494013,12.339631682816943,11.97460165916611,7731461,26304518.27224497,5.084347713178247,-0.672800494460402,-0.18059645808928781,0.9183219239589568
2025-07-18,11.99792129829974,11.947349886480522,12.098413651079003,11.760852797000219,5119084,39882488.07550076,2.9179465495706856,-2.9519081097384046,-1.431927210242641,4.126263690442022
2025-07-21,11.914769606056014,11.833011005500417,12.39041816374911,11.814007050526527,7494717,51493157.84111891,2.288062605848298,1.2023933241633493,0.5657010426952129,1.4384873814347876
2025-07-22,11.74319902403843,11.886274366427035,12.257235653724537,11.834174407708485,3944424,17704094.55899531,4.040154389880713,-4.3987539787603165,-0.7296275700716244,1.9156129180408898
2025-07-23,12.144206929523891,11.97295188555484,12.092709982920246,11.40090117667466,8746010,35171156.78436351,3.2326467072140526,2.147651117392172,0.6091549492344357,3.312455290446163
2025-07-24,12.260080993646849,12.3649393975463,12.775110216760549,11.84280556534931,5328524,36888731.74769999,1.0054940894004463,-1.541364644016677,0.5362911292865609,3.893884278353741
2025-07-25,12.04155622270043,12.227140997664295,12.570104488554747,12.183631535777106,7710189,98134740.19586968,5.074675904152363,4.140792202244398,1.0269786273788761,0.6405314809329681
2025-07-28,12.255185248708612,12.099371549978823,12.6322906904506,11.607346458328143,8624254,50942552.70733869,7.022500491628773,-0.6931512788640459,0.6120827724278279,2.546307019905331
2025-07-29,12.283472655787946,12.185379803092951,12.649624764014819,11.932838475479551,2515396,54923296.425658695,1.9235099281157044,0.39119466500218447,1.1629880164680504,0.6588238183083318
2025-07-30,11.874754929802343,12.053746031595155,12.379526599633587,11.784817227128507,9051601,58194774.66952555,7.403464666332635,-4.226513270510992,-0.5306310868766269,0.964102481195403
